Record Length,2.500000e+03,,  -6.020000000000,   0.12000,
Sample Interval,4.000000e-03,,  -6.016000000000,   0.11200,
Trigger Point,1.505000000000e+03,,  -6.012000000000,   0.11200,
,,,  -6.008000000000,   0.11200,
,,,  -6.004000000000,   0.11200,
,,,  -6.000000000000,   0.11200,
Source,CH2,,  -5.996000000000,   0.11200,
Vertical Units,V,,  -5.992000000000,   0.11200,
Vertical Scale,2.000000e-01,,  -5.988000000000,   0.12000,
Vertical Offset,-7.920000e-01,,  -5.984000000000,   0.11200,
Horizontal Units,s,,  -5.980000000000,   0.12000,
Horizontal Scale,1.000000e+00,,  -5.976000000000,   0.11200,
Pt Fmt,Y,,  -5.972000000000,   0.11200,
Yzero,0.000000e+00,,  -5.968000000000,   0.10400,
Probe Atten,1.000000e+00,,  -5.964000000000,   0.11200,
Model Number,TDS2012C,,  -5.960000000000,   0.11200,
Serial Number,C012957,,  -5.956000000000,   0.11200,
Firmware Version,FV:v24.09,,  -5.952000000000,   0.11200,
,,,-05.948000000000,   0.10400,
,,,-05.944000000000,   0.11200,
,,,-05.940000000000,   0.10400,
,,,-05.936000000000,   0.11200,
,,,-05.932000000000,   0.10400,
,,,-05.928000000000,   0.11200,
,,,-05.924000000000,   0.11200,
,,,-05.920000000000,   0.11200,
,,,-05.916000000000,   0.10400,
,,,-05.912000000000,   0.11200,
,,,-05.908000000000,   0.11200,
,,,-05.904000000000,   0.10400,
,,,-05.900000000000,   0.10400,
,,,-05.896000000000,   0.10400,
,,,-05.892000000000,   0.10400,
,,,-05.888000000000,   0.11200,
,,,-05.884000000000,   0.10400,
,,,-05.880000000000,   0.10400,
,,,-05.876000000000,   0.10400,
,,,-05.872000000000,   0.10400,
,,,-05.868000000000,   0.10400,
,,,-05.864000000000,   0.10400,
,,,-05.860000000000,   0.10400,
,,,-05.856000000000,   0.10400,
,,,-05.852000000000,   0.10400,
,,,-05.848000000000,   0.10400,
,,,-05.844000000000,   0.10400,
,,,-05.840000000000,   0.10400,
,,,-05.836000000000,   0.10400,
,,,-05.832000000000,   0.10400,
,,,-05.828000000000,   0.10400,
,,,-05.824000000000,   0.10400,
,,,-05.820000000000,   0.10400,
,,,-05.816000000000,   0.10400,
,,,-05.812000000000,   0.09600,
,,,-05.808000000000,   0.10400,
,,,-05.804000000000,   0.09600,
,,,-05.800000000000,   0.10400,
,,,-05.796000000000,   0.10400,
,,,-05.792000000000,   0.10400,
,,,-05.788000000000,   0.09600,
,,,-05.784000000000,   0.09600,
,,,-05.780000000000,   0.10400,
,,,-05.776000000000,   0.09600,
,,,-05.772000000000,   0.10400,
,,,-05.768000000000,   0.09600,
,,,-05.764000000000,   0.09600,
,,,-05.760000000000,   0.09600,
,,,-05.756000000000,   0.09600,
,,,-05.752000000000,   0.09600,
,,,-05.748000000000,   0.09600,
,,,-05.744000000000,   0.10400,
,,,-05.740000000000,   0.09600,
,,,-05.736000000000,   0.09600,
,,,-05.732000000000,   0.09600,
,,,-05.728000000000,   0.09600,
,,,-05.724000000000,   0.09600,
,,,-05.720000000000,   0.09600,
,,,-05.716000000000,   0.09600,
,,,-05.712000000000,   0.09600,
,,,-05.708000000000,   0.09600,
